geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa04310	Wnt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04310+5534+79718+27101+5578+5599+6885+57805+1487+2033+7088+23002+5663	-0.3246206777055127	-1.0905498345058364	0.3119266055045872	0.7357163811973912	36	./Project_wg_result1733328043_GSEA/hsa04310.png	12	5534;79718;27101;5578;5599;6885;57805;1487;2033;7088;23002;5663	CACYBP;CCAR2;CTBP1;DAAM1;EP300;MAP3K7;MAPK8;PPP3R1;PRKCA;PSEN1;TBL1XR1;TLE1
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05120+4067+5599+50848+8517+1956+6416	-0.3280495775923752	-1.086449473512789	0.31092436974789917	0.7385721197270195	33	./Project_wg_result1733328043_GSEA/hsa05120.png	6	4067;5599;50848;8517;1956;6416	EGFR;F11R;IKBKG;LYN;MAP2K4;MAPK8
hsa04961	Endocrine and other factor-regulated calcium reabsorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04961+481+1785+1212+160+26052+5579+5567+491+493+1173+161+476+2778+1211+2776+5578+1175	-0.3556865880612274	-1.0756237018602843	0.35384615384615387	0.7445082773479035	23	./Project_wg_result1733328043_GSEA/hsa04961.png	17	481;1785;1212;160;26052;5579;5567;491;493;1173;161;476;2778;1211;2776;5578;1175	AP2A1;AP2A2;AP2M1;AP2S1;ATP1A1;ATP1B1;ATP2B2;ATP2B4;CLTA;CLTB;DNM2;DNM3;GNAQ;GNAS;PRKACB;PRKCA;PRKCB
hsa04929	GnRH secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04929+3709+5604+3710+2767+2776+5578+208+4893+5605+408	-0.36460393570870103	-1.081151543254349	0.34460887949260044	0.7453672247720827	22	./Project_wg_result1733328043_GSEA/hsa04929.png	10	3709;5604;3710;2767;2776;5578;208;4893;5605;408	AKT2;ARRB1;GNA11;GNAQ;ITPR2;ITPR3;MAP2K1;MAP2K2;NRAS;PRKCA
hsa00970	Aminoacyl-tRNA biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00970+55157+2617+55278+5188+23438+57038+55699+8565+92935+4677+23395+6301+57176+6897+54938+123263+79587+79731+57505+10352+16	0.38649756775089106	1.281300837082494	0.13143872113676733	0.7491077185935427	42	./Project_wg_result1733328043_GSEA/hsa00970.png	21	55157;2617;55278;5188;23438;57038;55699;8565;92935;4677;23395;6301;57176;6897;54938;123263;79587;79731;57505;10352;16	AARS1;AARS2;CARS2;DARS2;GARS1;GATB;HARS2;IARS2;LARS2;MARS2;MTFMT;NARS1;NARS2;QRSL1;RARS2;SARS1;SARS2;TARS1;VARS2;WARS2;YARS1
hsa04630	JAK-STAT signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04630+7297+6774+5295+9180+10254+6777+208+2885+1956+2273+2033+316	-0.3385964423064716	-1.0708013575809452	0.32548179871520344	0.7494202184355581	29	./Project_wg_result1733328043_GSEA/hsa04630.png	12	7297;6774;5295;9180;10254;6777;208;2885;1956;2273;2033;316	AKT2;AOX1;EGFR;EP300;FHL1;GRB2;OSMR;PIK3R1;STAM2;STAT3;STAT5B;TYK2
hsa04970	Salivary secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04970+1471+6844+2983+2982+1755+1469+6558+51806	0.4126848657162091	1.2597791339721733	0.16636528028933092	0.7526859507936244	28	./Project_wg_result1733328043_GSEA/hsa04970.png	8	1471;6844;2983;2982;1755;1469;6558;51806	CALML5;CST1;CST3;DMBT1;GUCY1A1;GUCY1B1;SLC12A2;VAMP2
hsa00232	Caffeine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00232+7498+1544	-0.5286792975210678	-1.0756799953844933	0.3961456102783726	0.7532496107237154	6	./Project_wg_result1733328043_GSEA/hsa00232.png	2	7498;1544	CYP1A2;XDH
hsa05220	Chronic myeloid leukemia	http://www.kegg.jp/kegg-bin/show_pathway?hsa05220+6777+5604+369+208+4893+5605+613+3065+8517+1643+2885+1487	-0.31891643978957607	-1.0430812507898437	0.3860045146726862	0.7818232258862107	32	./Project_wg_result1733328043_GSEA/hsa05220.png	12	6777;5604;369;208;4893;5605;613;3065;8517;1643;2885;1487	AKT2;ARAF;BCR;CTBP1;DDB2;GRB2;HDAC1;IKBKG;MAP2K1;MAP2K2;NRAS;STAT5B
hsa04920	Adipocytokine signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04920+5105+8717+51703+208+5599+6256+948+8517+3667+32+6513+2538+6257	-0.31503927836499823	-1.0431554879114193	0.38202247191011235	0.7902178384880978	33	./Project_wg_result1733328043_GSEA/hsa04920.png	13	5105;8717;51703;208;5599;6256;948;8517;3667;32;6513;2538;6257	ACACB;ACSL5;AKT2;CD36;G6PC1;IKBKG;IRS1;MAPK8;PCK1;RXRA;RXRB;SLC2A1;TRADD
hsa04971	Gastric acid secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04971+5567+6522+54207+476+3709+3710+2778+2776+5578+2773	-0.3515839294628962	-1.0511335133868365	0.3600867678958785	0.7921770853207452	23	./Project_wg_result1733328043_GSEA/hsa04971.png	10	5567;6522;54207;476;3709;3710;2778;2776;5578;2773	ATP1A1;GNAI3;GNAQ;GNAS;ITPR2;ITPR3;KCNK10;PRKACB;PRKCA;SLC4A2
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+5604+5606+8717+1385+208+5599+331+8517+6885+1051+6416	-0.32052897539998115	-1.0453367321395841	0.3590308370044053	0.7923728928305463	34	./Project_wg_result1733328043_GSEA/hsa04668.png	11	5604;5606;8717;1385;208;5599;331;8517;6885;1051;6416	AKT2;CEBPB;CREB1;IKBKG;MAP2K1;MAP2K3;MAP2K4;MAP3K7;MAPK8;TRADD;XIAP
hsa00010	Glycolysis / Gluconeogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00010+2538+3101+221+125+124+130+2027+131+8789+127	-0.27894008500765277	-1.0475857401511242	0.34096109839816935	0.7938431591206273	55	./Project_wg_result1733328043_GSEA/hsa00010.png	10	2538;3101;221;125;124;130;2027;131;8789;127	ADH1A;ADH1B;ADH4;ADH6;ADH7;ALDH3B1;ENO3;FBP2;G6PC1;HK3
hsa04015	Rap1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04015+9732+5604+5606+2778+5908+4301+2776+5578+208+4893+5605+2773+56288+1956+3937+3690+83660+2261+3674	-0.2735722656615884	-1.052456471832491	0.34844868735083534	0.7973263080733684	69	./Project_wg_result1733328043_GSEA/hsa04015.png	19	9732;5604;5606;2778;5908;4301;2776;5578;208;4893;5605;2773;56288;1956;3937;3690;83660;2261;3674	AFDN;AKT2;DOCK4;EGFR;FGFR3;GNAI3;GNAQ;GNAS;ITGA2B;ITGB3;LCP2;MAP2K1;MAP2K2;MAP2K3;NRAS;PARD3;PRKCA;RAP1B;TLN2
hsa04540	Gap junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04540+1453+7082+3709+5604+3710+2778+2767+2776+5578+4893+5605+2773+2885+1956+81027	-0.3085567714983577	-1.0272553660376589	0.40224719101123596	0.8133481793681409	36	./Project_wg_result1733328043_GSEA/hsa04540.png	15	1453;7082;3709;5604;3710;2778;2767;2776;5578;4893;5605;2773;2885;1956;81027	CSNK1D;EGFR;GNA11;GNAI3;GNAQ;GNAS;GRB2;ITPR2;ITPR3;MAP2K1;MAP2K2;NRAS;PRKCA;TJP1;TUBB1
hsa00410	beta-Alanine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00410+84735+218+8310+1962+219+51	0.4283749037054533	1.2376368080855513	0.17984189723320157	0.8151647178172887	23	./Project_wg_result1733328043_GSEA/hsa00410.png	6	84735;218;8310;1962;219;51	ACOX1;ACOX3;ALDH1B1;ALDH3A1;CNDP1;EHHADH
hsa04936	Alcoholic liver disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa04936+126+32+29896+1571+125+6434+124+130+6416+131+127	-0.2658629846639782	-1.0290244233600627	0.3640776699029126	0.8168794127988365	65	./Project_wg_result1733328043_GSEA/hsa04936.png	11	126;32;29896;1571;125;6434;124;130;6416;131;127	ACACB;ADH1A;ADH1B;ADH1C;ADH4;ADH6;ADH7;CYP2E1;MAP2K4;TRA2A;TRA2B
hsa00920	Sulfur metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00920+9061	-0.4410422774231203	-1.0101084841604038	0.45267489711934156	0.8410892896152743	9	./Project_wg_result1733328043_GSEA/hsa00920.png	1	9061	PAPSS1
hsa04728	Dopaminergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04728+3709+5499+3710+2778+1385+2776+5578+208+5599+5501+2773+5519+408+2931	-0.288543087753644	-1.011931173692088	0.4330357142857143	0.843959447566177	43	./Project_wg_result1733328043_GSEA/hsa04728.png	14	3709;5499;3710;2778;1385;2776;5578;208;5599;5501;2773;5519;408;2931	AKT2;ARRB1;CREB1;GNAI3;GNAQ;GNAS;GSK3A;ITPR2;ITPR3;MAPK8;PPP1CA;PPP1CC;PPP2R1B;PRKCA
hsa04912	GnRH signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04912+3709+5604+3710+5606+2778+2767+2776+5578+5599+4893+5605+2885+1956+6416	-0.30708014049982685	-1.0145051506567098	0.41333333333333333	0.8447215561074509	37	./Project_wg_result1733328043_GSEA/hsa04912.png	14	3709;5604;3710;5606;2778;2767;2776;5578;5599;4893;5605;2885;1956;6416	EGFR;GNA11;GNAQ;GNAS;GRB2;ITPR2;ITPR3;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAPK8;NRAS;PRKCA
hsa05210	Colorectal cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05210+5604+369+208+5599+4893+5605+1643+4436+2885+1956+2956	-0.29903341575200565	-1.0030105264263285	0.4408352668213457	0.8458496685766336	33	./Project_wg_result1733328043_GSEA/hsa05210.png	11	5604;369;208;5599;4893;5605;1643;4436;2885;1956;2956	AKT2;ARAF;DDB2;EGFR;GRB2;MAP2K1;MAP2K2;MAPK8;MSH2;MSH6;NRAS
hsa00650	Butanoate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00650+622+38+116285+6296+18+3158+3157+123876+39+54988	-0.34226191103927966	-1.0042348329790476	0.4264705882352941	0.85060301556138	20	./Project_wg_result1733328043_GSEA/hsa00650.png	10	622;38;116285;6296;18;3158;3157;123876;39;54988	ABAT;ACAT1;ACAT2;ACSM1;ACSM2A;ACSM3;ACSM5;BDH1;HMGCS1;HMGCS2
hsa05340	Primary immunodeficiency	http://www.kegg.jp/kegg-bin/show_pathway?hsa05340+8517+5993	-0.4399321445515382	-0.9941276544916515	0.4737903225806452	0.8664749847674498	8	./Project_wg_result1733328043_GSEA/hsa05340.png	2	8517;5993	IKBKG;RFX5
hsa04110	Cell cycle	http://www.kegg.jp/kegg-bin/show_pathway?hsa04110+8379+3065+5519+10735+8243+2033+9126+23244+5111	-0.2719199507871656	-0.9635558033078223	0.5085995085995086	0.9083848004056904	44	./Project_wg_result1733328043_GSEA/hsa04110.png	9	8379;3065;5519;10735;8243;2033;9126;23244;5111	EP300;HDAC1;MAD1L1;PCNA;PDS5A;PPP2R1B;SMC1A;SMC3;STAG2
hsa04915	Estrogen signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04915+25984+3872+8688+3868+3858+3880+207+1509+3861+147183+3866+3857+468+5291+51806+7184	0.33603068546152715	1.1956925506498037	0.17676767676767677	0.9109512553049314	60	./Project_wg_result1733328043_GSEA/hsa04915.png	16	25984;3872;8688;3868;3858;3880;207;1509;3861;147183;3866;3857;468;5291;51806;7184	AKT1;ATF4;CALML5;CTSD;HSP90B1;KRT10;KRT14;KRT15;KRT16;KRT17;KRT19;KRT23;KRT25;KRT37;KRT9;PIK3CB
hsa04122	Sulfur relay system	http://www.kegg.jp/kegg-bin/show_pathway?hsa04122+27304+4338+9054+7263+81605+4357	0.5852566310713055	1.2015812014944822	0.2548262548262548	0.9121589513588553	6	./Project_wg_result1733328043_GSEA/hsa04122.png	6	27304;4338;9054;7263;81605;4357	MOCS2;MOCS3;MPST;NFS1;TST;URM1
hsa05100	Bacterial invasion of epithelial cells	http://www.kegg.jp/kegg-bin/show_pathway?hsa05100+4233+5295+4735+10092+1793+2017+1211+10163+23607+10552+10093+81873+1496+3059+857	-0.26655201686925617	-0.9759365010687885	0.5012106537530266	0.9144995780466274	50	./Project_wg_result1733328043_GSEA/hsa05100.png	15	4233;5295;4735;10092;1793;2017;1211;10163;23607;10552;10093;81873;1496;3059;857	ARPC1A;ARPC4;ARPC5;ARPC5L;CAV1;CD2AP;CLTA;CTNNA2;CTTN;DOCK1;HCLS1;MET;PIK3R1;SEPTIN2;WASF2
hsa03020	RNA polymerase	http://www.kegg.jp/kegg-bin/show_pathway?hsa03020+10623+25885+5431+51082+84172+5432+9533+81488+5438	-0.36455741499223965	-0.9725119540519696	0.4689507494646681	0.9160085142986855	14	./Project_wg_result1733328043_GSEA/hsa03020.png	9	10623;25885;5431;51082;84172;5432;9533;81488;5438	POLR1A;POLR1B;POLR1C;POLR1D;POLR2B;POLR2C;POLR2I;POLR2M;POLR3C
hsa00310	Lysine degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00310+39+10157+6419+79813+51166+8424	-0.2991663860691465	-0.9638166474881283	0.5184381778741866	0.9161586893236747	30	./Project_wg_result1733328043_GSEA/hsa00310.png	6	39;10157;6419;79813;51166;8424	AADAT;AASS;ACAT2;BBOX1;EHMT1;SETMAR
hsa00790	Folate biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00790+5092+8644+10243+1719+5053	-0.34456244942959907	-0.9655024059998988	0.49889135254988914	0.9196775256089115	17	./Project_wg_result1733328043_GSEA/hsa00790.png	5	5092;8644;10243;1719;5053	AKR1C3;DHFR;GPHN;PAH;PCBD1
hsa05169	Epstein-Barr virus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05169+3065+8517+1643+6885+22938+7431+4938+3106+6416+3108+3119	-0.24130009399378138	-0.965848877307073	0.5308310991957105	0.9273517447267771	92	./Project_wg_result1733328043_GSEA/hsa05169.png	11	3065;8517;1643;6885;22938;7431;4938;3106;6416;3108;3119	DDB2;HDAC1;HLA-B;HLA-DMA;HLA-DQB1;IKBKG;MAP2K4;MAP3K7;OAS1;SNW1;VIM
hsa04350	TGF-beta signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04350+7018+83729+57154+79875+1634+2200+5595+6667	0.41270773878399025	1.2043113557773328	0.23062730627306274	0.9283815507777313	25	./Project_wg_result1733328043_GSEA/hsa04350.png	8	7018;83729;57154;79875;1634;2200;5595;6667	DCN;FBN1;INHBE;MAPK3;SMURF1;SP1;TF;THSD4
hsa00470	D-Amino acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00470+80017+8528+63826+1610	0.580708440003655	1.1773074024095402	0.3084886128364389	0.935492246554236	6	./Project_wg_result1733328043_GSEA/hsa00470.png	4	80017;8528;63826;1610	DAO;DDO;DGLUCY;SRR
hsa04724	Glutamatergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04724+123745+85358+5567+156+5534+3709+3710+2778+2776+5578+2905+10991+2773+22941+27165	-0.3002734458293476	-0.9489091585000732	0.5307017543859649	0.9453127085973589	30	./Project_wg_result1733328043_GSEA/hsa04724.png	15	123745;85358;5567;156;5534;3709;3710;2778;2776;5578;2905;10991;2773;22941;27165	GLS2;GNAI3;GNAQ;GNAS;GRIN2C;GRK2;ITPR2;ITPR3;PLA2G4E;PPP3R1;PRKACB;PRKCA;SHANK2;SHANK3;SLC38A3
hsa04217	Necroptosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04217+8743+8878+834+5834+824+581+8605+7419+7416+7417+6609+7098+25978+29082+823+818+5478+291+81858+5836+55072+2747	0.3204331212245538	1.1676962053791664	0.20754716981132076	0.9493711475370934	69	./Project_wg_result1733328043_GSEA/hsa04217.png	22	8743;8878;834;5834;824;581;8605;7419;7416;7417;6609;7098;25978;29082;823;818;5478;291;81858;5836;55072;2747	BAX;CAMK2G;CAPN1;CAPN2;CASP1;CHMP2B;CHMP4A;GLUD2;PLA2G4C;PPIA;PYGB;PYGL;RNF31;SHARPIN;SLC25A4;SMPD1;SQSTM1;TLR3;TNFSF10;VDAC1;VDAC2;VDAC3
hsa05134	Legionellosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05134+3606+834+718+23786+3297+54205+4791+7415+3329	0.3671416825424661	1.1217929232332966	0.30353817504655495	0.9518889034506526	28	./Project_wg_result1733328043_GSEA/hsa05134.png	9	3606;834;718;23786;3297;54205;4791;7415;3329	BCL2L13;C3;CASP1;CYCS;HSF1;HSPD1;IL18;NFKB2;VCP
hsa03320	PPAR signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa03320+123+2171+8310+5360+1962+4199+345+8309+51+33+1622+6342+10999+335+30	0.3515407491648591	1.1799300889908122	0.20578231292517007	0.9519326743992488	45	./Project_wg_result1733328043_GSEA/hsa03320.png	15	123;2171;8310;5360;1962;4199;345;8309;51;33;1622;6342;10999;335;30	ACAA1;ACADL;ACOX1;ACOX2;ACOX3;APOA1;APOC3;DBI;EHHADH;FABP5;ME1;PLIN2;PLTP;SCP2;SLC27A4
hsa00052	Galactose metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00052+80201+5214+5213+2717+2645	0.394355035236839	1.115567305289453	0.30353817504655495	0.9541913016652726	21	./Project_wg_result1733328043_GSEA/hsa00052.png	5	80201;5214;5213;2717;2645	GCK;GLA;HKDC1;PFKM;PFKP
hsa00340	Histidine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00340+84735+218+219+138199	0.4108942274290206	1.1099239303102342	0.33073929961089493	0.9549531417216268	17	./Project_wg_result1733328043_GSEA/hsa00340.png	4	84735;218;219;138199	ALDH1B1;ALDH3A1;CARNMT1;CNDP1
hsa00330	Arginine and proline metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00330+84735+8974+1152+219+1610+2628+2593+5033+6611+8659+4129+6723+1159+112849	0.37624592856775096	1.1587375901537655	0.27052238805970147	0.9605193853151566	32	./Project_wg_result1733328043_GSEA/hsa00330.png	14	84735;8974;1152;219;1610;2628;2593;5033;6611;8659;4129;6723;1159;112849	ALDH1B1;ALDH4A1;CKB;CKMT1B;CNDP1;DAO;GAMT;GATM;L3HYPDH;MAOB;P4HA1;P4HA2;SMS;SRM
hsa04611	Platelet activation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04611+3709+5499+8673+3710+2778+5908+2776+208+83706+4067+5501+2773+3937+8773+6916+3690+83660+3674+2207	-0.2490560377884562	-0.9392174650653315	0.5835351089588378	0.967837316363144	64	./Project_wg_result1733328043_GSEA/hsa04611.png	19	3709;5499;8673;3710;2778;5908;2776;208;83706;4067;5501;2773;3937;8773;6916;3690;83660;3674;2207	AKT2;FCER1G;FERMT3;GNAI3;GNAQ;GNAS;ITGA2B;ITGB3;ITPR2;ITPR3;LCP2;LYN;PPP1CA;PPP1CC;RAP1B;SNAP23;TBXAS1;TLN2;VAMP8
hsa04916	Melanogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04916+5604+2778+1385+2776+5578+4893+5605+2773+2033	-0.2964231837888463	-0.936301995120224	0.5340659340659341	0.9678561202554721	29	./Project_wg_result1733328043_GSEA/hsa04916.png	9	5604;2778;1385;2776;5578;4893;5605;2773;2033	CREB1;EP300;GNAI3;GNAQ;GNAS;MAP2K1;MAP2K2;NRAS;PRKCA
hsa00020	Citrate cycle (TCA cycle)	http://www.kegg.jp/kegg-bin/show_pathway?hsa00020+5162+3419+3421+5160+1431+4191+8802+8803+3420+1743+3418+8801+6390+47+55753+1738+1737+4190+4967	0.35372662223024365	1.09575593955591	0.31868131868131866	0.9698773737697333	28	./Project_wg_result1733328043_GSEA/hsa00020.png	19	5162;3419;3421;5160;1431;4191;8802;8803;3420;1743;3418;8801;6390;47;55753;1738;1737;4190;4967	ACLY;CS;DLAT;DLD;DLST;IDH2;IDH3A;IDH3B;IDH3G;MDH1;MDH2;OGDH;OGDHL;PDHA1;PDHB;SDHB;SUCLA2;SUCLG1;SUCLG2
hsa05032	Morphine addiction	http://www.kegg.jp/kegg-bin/show_pathway?hsa05032+2778+5578+2773+408+5144+5151	-0.34012182525496437	-0.929217325538761	0.5488565488565489	0.9718350602989422	16	./Project_wg_result1733328043_GSEA/hsa05032.png	6	2778;5578;2773;408;5144;5151	ARRB1;GNAI3;GNAS;PDE4D;PDE8A;PRKCA
hsa05412	Arrhythmogenic right ventricular cardiomyopathy	http://www.kegg.jp/kegg-bin/show_pathway?hsa05412+781+6543+59285+3728+6444+1832+3685+3908+284217+3693+6645+3655	0.3520759675610378	1.121952949923295	0.3	0.9732644437739261	35	./Project_wg_result1733328043_GSEA/hsa05412.png	12	781;6543;59285;3728;6444;1832;3685;3908;284217;3693;6645;3655	CACNA2D1;CACNG6;DSP;ITGA6;ITGAV;ITGB5;JUP;LAMA1;LAMA2;SGCD;SLC8A2;SNTB2
hsa04740	Olfactory transduction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04740+6543+5138+51806+818	0.46150235058571115	1.1446425344482272	0.2729007633587786	0.9733453262525824	12	./Project_wg_result1733328043_GSEA/hsa04740.png	4	6543;5138;51806;818	CALML5;CAMK2G;PDE2A;SLC8A2
hsa00730	Thiamine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00730+249+204+79178+205+84284	0.5192838699309846	1.138638486072431	0.3182751540041068	0.9746390624165733	8	./Project_wg_result1733328043_GSEA/hsa00730.png	5	249;204;79178;205;84284	AK2;AK4;ALPL;NTPCR;THTPA
hsa04978	Mineral absorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04978+79901+2495+30061+113235+2512+26872	-0.33513133424461405	-0.929440484660711	0.5369565217391304	0.9800883180187222	17	./Project_wg_result1733328043_GSEA/hsa04978.png	6	79901;2495;30061;113235;2512;26872	CYBRD1;FTH1;FTL;SLC40A1;SLC46A1;STEAP1
hsa00562	Inositol phosphate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00562+9562+3613+3635+23007+3612+200576+9651+5291+10423+55361+5728+51477+5336+7167+79837	0.3554814528722412	1.1477451221411001	0.26972477064220185	0.9846817909743123	37	./Project_wg_result1733328043_GSEA/hsa00562.png	15	9562;3613;3635;23007;3612;200576;9651;5291;10423;55361;5728;51477;5336;7167;79837	CDIPT;IMPA1;IMPA2;INPP5D;ISYNA1;MINPP1;PI4K2A;PIK3CB;PIKFYVE;PIP4K2C;PLCG2;PLCH1;PLCH2;PTEN;TPI1
hsa00240	Pyrimidine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00240+957+22978+1723+953+51251+129607+30833	0.35158391648726073	1.0958211930558068	0.3183453237410072	0.9902476873388976	33	./Project_wg_result1733328043_GSEA/hsa00240.png	7	957;22978;1723;953;51251;129607;30833	CMPK2;DHODH;ENTPD1;ENTPD5;NT5C;NT5C2;NT5C3A
hsa05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?hsa05164+3108+3119	-0.23674796211967009	-0.9166640580178376	0.6296296296296297	0.992873263384424	78	./Project_wg_result1733328043_GSEA/hsa05164.png	2	3108;3119	HLA-DMA;HLA-DQB1
hsa05017	Spinocerebellar ataxia	http://www.kegg.jp/kegg-bin/show_pathway?hsa05017+207+23130+115209+5291+7419+54205+7416+7417+6667+90550+10939+26100+291+5686+5710+5692+488+4976+23152+55062	0.13479541074356316	0.4935422999801598	1	0.9945539003684126	76	./Project_wg_result1733328043_GSEA/hsa05017.png	20	207;23130;115209;5291;7419;54205;7416;7417;6667;90550;10939;26100;291;5686;5710;5692;488;4976;23152;55062	AFG3L2;AKT1;ATG2A;ATP2A2;CIC;CYCS;MCU;OMA1;OPA1;PIK3CB;PSMA5;PSMB4;PSMD4;SLC25A4;SP1;VDAC1;VDAC2;VDAC3;WIPI1;WIPI2
hsa05171	Coronavirus disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa05171+733+4153+4793+10747+834+731+720+629+7450+718+6143+714+1675+713+9636+2147+5291+730+717+715+5595+29110+732+7098+729+716+4600+51065+5336+4939+23586+6218+6134+6155	0.2762195074642192	1.1222593982510096	0.23205342237061768	0.9952680970941422	141	./Project_wg_result1733328043_GSEA/hsa05171.png	34	733;4153;4793;10747;834;731;720;629;7450;718;6143;714;1675;713;9636;2147;5291;730;717;715;5595;29110;732;7098;729;716;4600;51065;5336;4939;23586;6218;6134;6155	C1QB;C1QC;C1R;C1S;C2;C3;C4A;C6;C7;C8A;C8B;C8G;CASP1;CFB;CFD;F2;ISG15;MAPK3;MASP2;MBL2;MX2;NFKBIB;OAS2;PIK3CB;PLCG2;RIGI;RPL10;RPL19;RPL27;RPS17;RPS27L;TBK1;TLR3;VWF
hsa04910	Insulin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04910+10211+2997+31+5261+5105+2194+5499+5604+369+2203+208+5313+5599+5501+4893+2319+10580+5605+3667+2885+32+2538+5577+3101+7249+8789	-0.23198876692995385	-0.9128846205235194	0.6144278606965174	0.9955898649202385	76	./Project_wg_result1733328043_GSEA/hsa04910.png	26	10211;2997;31;5261;5105;2194;5499;5604;369;2203;208;5313;5599;5501;4893;2319;10580;5605;3667;2885;32;2538;5577;3101;7249;8789	ACACA;ACACB;AKT2;ARAF;FASN;FBP1;FBP2;FLOT1;FLOT2;G6PC1;GRB2;GYS1;HK3;IRS1;MAP2K1;MAP2K2;MAPK8;NRAS;PCK1;PHKG2;PKLR;PPP1CA;PPP1CC;PRKAR2B;SORBS1;TSC2
hsa04710	Circadian rhythm	http://www.kegg.jp/kegg-bin/show_pathway?hsa04710+8454+1453+1385+79365	-0.20299263969346532	-0.4845132630803433	0.9844789356984479	0.9961817073996344	10	./Project_wg_result1733328043_GSEA/hsa04710.png	4	8454;1453;1385;79365	BHLHE41;CREB1;CSNK1D;CUL1
hsa04922	Glucagon signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04922+2997+31+3276+5534+5261+5105+3709+3710+2778+2203+1385+2776+208+5207+55671+32+6513+2033+2538+8789+6514+200186	-0.24318025112362546	-0.9181773826290717	0.5899280575539568	0.996985647552637	61	./Project_wg_result1733328043_GSEA/hsa04922.png	22	2997;31;3276;5534;5261;5105;3709;3710;2778;2203;1385;2776;208;5207;55671;32;6513;2033;2538;8789;6514;200186	ACACA;ACACB;AKT2;CREB1;CRTC2;EP300;FBP1;FBP2;G6PC1;GNAQ;GNAS;GYS1;ITPR2;ITPR3;PCK1;PFKFB1;PHKG2;PPP3R1;PPP4R3A;PRMT1;SLC2A1;SLC2A2
hsa04926	Relaxin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04926+5604+2778+1385+5578+208+5599+4893+5605+2773+408+2885+1956+6416	-0.25523663113067685	-0.9028889182127671	0.6505747126436782	0.9989990782354197	45	./Project_wg_result1733328043_GSEA/hsa04926.png	13	5604;2778;1385;5578;208;5599;4893;5605;2773;408;2885;1956;6416	AKT2;ARRB1;CREB1;EGFR;GNAI3;GNAS;GRB2;MAP2K1;MAP2K2;MAP2K4;MAPK8;NRAS;PRKCA
